VA Station Number,Services,Satisfaction,Wait Times
vha_600GD,"['MentalHealthCare', 'Nutrition', 'PrimaryCare']","{'primary_care_urgent': 0.75, 'primary_care_routine': 0.8199999928474426}","[{'service': 'MentalHealthCare', 'new': 17.066666, 'established': 3.374074}, {'service': 'PrimaryCare', 'new': 11.0, 'established': 0.7979}]"
vha_600GE,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.5899999737739563, 'primary_care_routine': 0.6499999761581421}","[{'service': 'MentalHealthCare', 'new': 5.055555, 'established': 0.309941}, {'service': 'PrimaryCare', 'new': 8.076923, 'established': 3.586092}, {'service': 'SpecialtyCare', 'new': 2.0, 'established': 0.0}]"
vha_600GF,"['Audiology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Audiology', 'new': 9.4, 'established': 3.066666}, {'service': 'MentalHealthCare', 'new': 10.285714, 'established': 0.063829}, {'service': 'PrimaryCare', 'new': 8.169154, 'established': 1.367187}, {'service': 'SpecialtyCare', 'new': 9.4, 'established': 3.066666}]"
vha_600QA,[],{},[]
vha_603,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_routine': 0.9399999976158142, 'specialty_care_urgent': 0.8199999928474426, 'specialty_care_routine': 0.8999999761581421}","[{'service': 'Audiology', 'new': 40.407407, 'established': 1.14135}, {'service': 'Cardiology', 'new': 19.033898, 'established': 7.297071}, {'service': 'Dermatology', 'new': 14.133333, 'established': 17.904159}, {'service': 'Gastroenterology', 'new': 25.906976, 'established': 5.333333}, {'service': 'MentalHealthCare', 'new': 8.0, 'established': 1.197026}, {'service': 'Ophthalmology', 'new': 33.896551, 'established': 8.530418}, {'service': 'Optometry', 'new': 28.636363, 'established': 20.4}, {'service': 'Orthopedics', 'new': 40.252427, 'established': 12.215644}, {'service': 'PrimaryCare', 'new': None, 'established': 0.642857}, {'service': 'SpecialtyCare', 'new': 26.33458, 'established': 7.52735}, {'service': 'Urology', 'new': 17.967741, 'established': 5.256756}]"
vha_603GA,"['Audiology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6000000238418579, 'primary_care_routine': 0.8299999833106995}","[{'service': 'Audiology', 'new': 6.428571, 'established': 1.363636}, {'service': 'MentalHealthCare', 'new': 12.25, 'established': 0.641129}, {'service': 'PrimaryCare', 'new': 29.833333, 'established': 3.590389}, {'service': 'SpecialtyCare', 'new': 10.0, 'established': 0.888888}]"
vha_603GB,"['Audiology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.8799999952316284}","[{'service': 'Audiology', 'new': 21.5, 'established': 1.055555}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 3.04712}, {'service': 'Optometry', 'new': 12.3, 'established': 7.238095}, {'service': 'PrimaryCare', 'new': 25.129032, 'established': 2.11223}, {'service': 'SpecialtyCare', 'new': 9.571428, 'established': 4.428571}]"
vha_603GC,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.699999988079071, 'primary_care_routine': 0.9200000166893005}","[{'service': 'MentalHealthCare', 'new': 0.375, 'established': 1.104166}, {'service': 'PrimaryCare', 'new': 35.894736, 'established': 5.617647}, {'service': 'SpecialtyCare', 'new': 28.666666, 'established': 0.0}]"
vha_603GD,"['Audiology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.800000011920929, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Audiology', 'new': 13.4, 'established': 1.846153}, {'service': 'MentalHealthCare', 'new': 9.333333, 'established': 1.0}, {'service': 'Optometry', 'new': 11.647058, 'established': 35.743362}, {'service': 'PrimaryCare', 'new': 41.15, 'established': 2.690615}, {'service': 'SpecialtyCare', 'new': 12.650602, 'established': 30.096296}]"
vha_603GE,"['Gynecology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.9300000071525574, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Gynecology', 'new': 23.185185, 'established': 2.275862}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 3.069498}, {'service': 'PrimaryCare', 'new': 23.181818, 'established': 3.259375}, {'service': 'SpecialtyCare', 'new': 25.789473, 'established': 11.962264}, {'service': 'WomensHealth', 'new': 26.875, 'established': 1.703125}]"
vha_603GF,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7200000286102295, 'primary_care_routine': 0.8399999737739563}","[{'service': 'MentalHealthCare', 'new': 0.0, 'established': 0.996138}, {'service': 'PrimaryCare', 'new': 58.714285, 'established': 3.023364}, {'service': 'SpecialtyCare', 'new': 11.181818, 'established': 4.346938}]"
vha_603GG,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.75, 'primary_care_routine': 0.9100000262260437}","[{'service': 'MentalHealthCare', 'new': 0.0, 'established': 1.865168}, {'service': 'PrimaryCare', 'new': 31.615384, 'established': 3.018656}, {'service': 'SpecialtyCare', 'new': 5.571428, 'established': 2.461538}]"
vha_603GH,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9399999976158142},"[{'service': 'MentalHealthCare', 'new': None, 'established': 4.333333}, {'service': 'PrimaryCare', 'new': 16.0, 'established': 0.328767}, {'service': 'SpecialtyCare', 'new': 4.318181, 'established': 2.76923}]"
vha_605,"['Audiology', 'Cardiology', 'Dermatology', 'MentalHealthCare', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']",{'specialty_care_urgent': 0.7599999904632568},"[{'service': 'Audiology', 'new': 13.263788, 'established': 2.13612}, {'service': 'Cardiology', 'new': 23.5, 'established': 10.058708}, {'service': 'Dermatology', 'new': 30.5125, 'established': 11.199178}, {'service': 'MentalHealthCare', 'new': 15.5, 'established': 3.100529}, {'service': 'Ophthalmology', 'new': 24.082758, 'established': 7.995187}, {'service': 'Optometry', 'new': 35.796052, 'established': 8.123152}, {'service': 'Orthopedics', 'new': 34.64341, 'established': 10.659432}, {'service': 'PrimaryCare', 'new': None, 'established': 4.333333}, {'service': 'SpecialtyCare', 'new': 22.136074, 'established': 6.280243}, {'service': 'Urology', 'new': 26.054687, 'established': 4.064957}]"
vha_605BZ,"['Cardiology', 'DentalServices', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']",{},"[{'service': 'Cardiology', 'new': 10.0, 'established': 3.201183}, {'service': 'Gastroenterology', 'new': 24.172413, 'established': 7.837398}, {'service': 'Gynecology', 'new': 11.075, 'established': 10.151785}, {'service': 'MentalHealthCare', 'new': 8.892857, 'established': 3.342406}, {'service': 'PrimaryCare', 'new': 4.15, 'established': 1.895299}, {'service': 'SpecialtyCare', 'new': 12.116945, 'established': 6.610497}, {'service': 'WomensHealth', 'new': None, 'established': 7.205128}]"
vha_605GA,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.47999998927116394, 'primary_care_routine': 0.699999988079071}","[{'service': 'MentalHealthCare', 'new': 15.0, 'established': 5.833333}, {'service': 'PrimaryCare', 'new': 2.304347, 'established': 0.221374}]"
vha_605GB,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.49000000953674316, 'primary_care_routine': 0.6800000071525574}","[{'service': 'Dermatology', 'new': 126.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 2.972081}, {'service': 'PrimaryCare', 'new': 7.777777, 'established': 2.05042}, {'service': 'SpecialtyCare', 'new': 126.0, 'established': 0.0}]"
vha_605GC,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.5600000023841858, 'primary_care_routine': 0.8299999833106995}","[{'service': 'Audiology', 'new': 9.065789, 'established': 0.905982}, {'service': 'MentalHealthCare', 'new': 4.5, 'established': 5.4}, {'service': 'PrimaryCare', 'new': 10.675675, 'established': 0.377551}, {'service': 'SpecialtyCare', 'new': 9.088607, 'established': 0.959514}]"
vha_605GD,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.7599999904632568}","[{'service': 'MentalHealthCare', 'new': 8.25, 'established': 4.425702}, {'service': 'PrimaryCare', 'new': 7.6, 'established': 1.030927}]"
vha_605GE,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6100000143051147, 'primary_care_routine': 0.75}","[{'service': 'Dermatology', 'new': 3.0, 'established': 107.0}, {'service': 'MentalHealthCare', 'new': 6.0, 'established': 3.892156}, {'service': 'PrimaryCare', 'new': 11.241379, 'established': 0.408304}, {'service': 'SpecialtyCare', 'new': 3.0, 'established': 107.0}]"
vha_605QA,[],{},[]
vha_607,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.8600000143051147, 'specialty_care_urgent': 0.8399999737739563, 'specialty_care_routine': 0.8999999761581421}","[{'service': 'Audiology', 'new': 27.089887, 'established': 17.576923}, {'service': 'Cardiology', 'new': 21.395833, 'established': 7.707547}, {'service': 'Dermatology', 'new': 39.235294, 'established': 12.632768}, {'service': 'Gastroenterology', 'new': 26.666666, 'established': 14.3}, {'service': 'Gynecology', 'new': 13.8, 'established': 5.864406}, {'service': 'MentalHealthCare', 'new': 25.5, 'established': 2.091346}, {'service': 'Ophthalmology', 'new': 15.872727, 'established': 4.173306}, {'service': 'Optometry', 'new': 38.0, 'established': 4.772727}, {'service': 'Orthopedics', 'new': 15.08, 'established': 9.794392}, {'service': 'PrimaryCare', 'new': 30.0, 'established': 12.043835}, {'service': 'SpecialtyCare', 'new': 18.993315, 'established': 10.841726}, {'service': 'Urology', 'new': 24.084507, 'established': 6.238317}, {'service': 'WomensHealth', 'new': 14.666666, 'established': 5.55102}]"
vha_607GC,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6200000047683716, 'primary_care_routine': 0.8100000023841858}","[{'service': 'Audiology', 'new': 38.0, 'established': 4.47826}, {'service': 'Dermatology', 'new': 8.125, 'established': 7.888888}, {'service': 'MentalHealthCare', 'new': None, 'established': 3.2}, {'service': 'PrimaryCare', 'new': 20.0, 'established': 3.558035}, {'service': 'SpecialtyCare', 'new': 11.947368, 'established': 3.726027}]"
vha_607GD,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7900000214576721, 'primary_care_routine': 0.8899999856948853}","[{'service': 'Audiology', 'new': 4.0, 'established': 1.0}, {'service': 'Dermatology', 'new': 0.25, 'established': 1.2}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 32.5, 'established': 3.805084}, {'service': 'SpecialtyCare', 'new': 2.133333, 'established': 0.97826}]"
vha_607GE,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9399999976158142, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Audiology', 'new': 1.0, 'established': 0.0}, {'service': 'Dermatology', 'new': 5.75, 'established': 5.125}, {'service': 'MentalHealthCare', 'new': None, 'established': 3.0}, {'service': 'PrimaryCare', 'new': 27.25, 'established': 3.832031}, {'service': 'SpecialtyCare', 'new': 5.7, 'established': 1.807692}]"
vha_607GF,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.949999988079071, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Audiology', 'new': None, 'established': 0.0}, {'service': 'Dermatology', 'new': 10.666666, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': None, 'established': 4.692771}, {'service': 'SpecialtyCare', 'new': 10.666666, 'established': 0.296296}]"
vha_607GG,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9300000071525574, 'primary_care_routine': 0.8999999761581421}","[{'service': 'Dermatology', 'new': 3.058823, 'established': 0.888888}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 1.71875}, {'service': 'PrimaryCare', 'new': 29.142857, 'established': 9.155009}, {'service': 'SpecialtyCare', 'new': 3.694444, 'established': 5.538461}]"
vha_607HA,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8100000023841858, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Audiology', 'new': 15.5, 'established': 1.725806}, {'service': 'Dermatology', 'new': 7.88, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 2.741007}, {'service': 'PrimaryCare', 'new': 7.0, 'established': 3.595463}, {'service': 'SpecialtyCare', 'new': 12.39726, 'established': 24.807387}]"
vha_608,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'UrgentCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.8199999928474426, 'primary_care_routine': 0.9300000071525574, 'specialty_care_urgent': 0.8700000047683716, 'specialty_care_routine': 0.949999988079071}","[{'service': 'Audiology', 'new': 35.174242, 'established': 8.52}, {'service': 'Cardiology', 'new': 17.210526, 'established': 12.74074}, {'service': 'Dermatology', 'new': 25.234567, 'established': 8.262711}, {'service': 'Gastroenterology', 'new': 39.666666, 'established': 14.956521}, {'service': 'Gynecology', 'new': 13.333333, 'established': 7.864406}, {'service': 'MentalHealthCare', 'new': 5.095238, 'established': 2.754681}, {'service': 'Ophthalmology', 'new': 26.0, 'established': 3.809523}, {'service': 'Optometry', 'new': 8.987654, 'established': 5.622279}, {'service': 'Orthopedics', 'new': 36.963855, 'established': 14.940476}, {'service': 'PrimaryCare', 'new': 16.951219, 'established': 9.884135}, {'service': 'SpecialtyCare', 'new': 26.38372, 'established': 10.01048}, {'service': 'Urology', 'new': 34.77551, 'established': 13.285714}, {'service': 'WomensHealth', 'new': 14.0, 'established': 7.268518}]"
vha_608GA,"['Gynecology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']",{'primary_care_routine': 0.949999988079071},"[{'service': 'Gynecology', 'new': None, 'established': 10.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 9.063829}, {'service': 'PrimaryCare', 'new': 9.0, 'established': 5.234567}, {'service': 'SpecialtyCare', 'new': 17.5, 'established': 2.0}, {'service': 'WomensHealth', 'new': None, 'established': 10.0}]"
vha_608GC,"['MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6899999976158142, 'primary_care_routine': 0.9900000095367432}","[{'service': 'MentalHealthCare', 'new': None, 'established': 2.545454}, {'service': 'PrimaryCare', 'new': 13.333333, 'established': 10.343511}, {'service': 'SpecialtyCare', 'new': 100.111111, 'established': 33.75}]"
vha_608GD,"['MentalHealthCare', 'PrimaryCare']",{'primary_care_routine': 0.8899999856948853},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 15.5, 'established': 7.15}]"
vha_608HA,"['MentalHealthCare', 'PrimaryCare']",{'primary_care_routine': 0.8100000023841858},"[{'service': 'MentalHealthCare', 'new': None, 'established': 1.111111}, {'service': 'PrimaryCare', 'new': 11.444444, 'established': 9.059405}]"
vha_610,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7200000286102295, 'primary_care_routine': 0.9200000166893005, 'specialty_care_urgent': 0.8299999833106995, 'specialty_care_routine': 0.8399999737739563}","[{'service': 'Audiology', 'new': 4.635802, 'established': 4.412844}, {'service': 'Cardiology', 'new': None, 'established': 0.0}, {'service': 'Dermatology', 'new': 2.0, 'established': 2.5}, {'service': 'Gynecology', 'new': 45.25, 'established': 39.75}, {'service': 'MentalHealthCare', 'new': 8.142857, 'established': 1.611607}, {'service': 'Optometry', 'new': 88.714285, 'established': 56.040816}, {'service': 'Orthopedics', 'new': 115.0, 'established': None}, {'service': 'PrimaryCare', 'new': 26.557692, 'established': 12.261183}, {'service': 'SpecialtyCare', 'new': 11.045197, 'established': 25.765876}]"
vha_610A4,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.800000011920929, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 7.277511, 'established': 3.412621}, {'service': 'Cardiology', 'new': 28.088888, 'established': 4.764367}, {'service': 'Dermatology', 'new': 6.402985, 'established': 45.356223}, {'service': 'Gynecology', 'new': 35.583333, 'established': 9.757575}, {'service': 'MentalHealthCare', 'new': 0.857142, 'established': 0.73913}, {'service': 'Ophthalmology', 'new': 102.5, 'established': 27.551724}, {'service': 'Optometry', 'new': 19.217391, 'established': 13.273972}, {'service': 'Orthopedics', 'new': None, 'established': 4.0}, {'service': 'PrimaryCare', 'new': 55.444444, 'established': 22.18291}, {'service': 'SpecialtyCare', 'new': 20.364539, 'established': 18.344489}, {'service': 'Urology', 'new': 57.789473, 'established': 21.9}, {'service': 'WomensHealth', 'new': 35.583333, 'established': 9.757575}]"
vha_610BY,"['Audiology', 'Cardiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']",{},"[{'service': 'Audiology', 'new': 1.60804, 'established': 0.0}, {'service': 'Cardiology', 'new': 70.0, 'established': 11.375}, {'service': 'Dermatology', 'new': 10.90566, 'established': 25.75}, {'service': 'Gynecology', 'new': 14.583333, 'established': 16.745098}, {'service': 'MentalHealthCare', 'new': 4.875, 'established': 1.866666}, {'service': 'Optometry', 'new': 47.722222, 'established': 65.075471}, {'service': 'Orthopedics', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 15.722222, 'established': 8.968072}, {'service': 'SpecialtyCare', 'new': 15.396634, 'established': 26.964774}, {'service': 'Urology', 'new': 38.384615, 'established': 3.0}, {'service': 'WomensHealth', 'new': 14.583333, 'established': 16.745098}]"
vha_610GB,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Dermatology', 'new': 13.166666, 'established': 7.0}, {'service': 'MentalHealthCare', 'new': 13.166666, 'established': 1.164102}, {'service': 'PrimaryCare', 'new': 10.272727, 'established': 8.700587}, {'service': 'SpecialtyCare', 'new': 11.533333, 'established': 7.75}, {'service': 'Urology', 'new': None, 'established': 0.0}]"
vha_610GC,"['Dermatology', 'MentalHealthCare', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6100000143051147, 'primary_care_routine': 0.8700000047683716}","[{'service': 'Dermatology', 'new': 0.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 13.333333, 'established': 2.870967}, {'service': 'Orthopedics', 'new': 89.0, 'established': None}, {'service': 'PrimaryCare', 'new': 19.8, 'established': 5.813775}, {'service': 'SpecialtyCare', 'new': 13.222222, 'established': 0.0}]"
vha_610GD,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.5600000023841858, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 4.75, 'established': 1.40594}, {'service': 'PrimaryCare', 'new': 52.3, 'established': 14.0}, {'service': 'SpecialtyCare', 'new': 33.0, 'established': 0.222222}]"
vha_610QA,"['MentalHealthCare', 'SpecialtyCare']",{},"[{'service': 'MentalHealthCare', 'new': 7.642857, 'established': 4.639198}, {'service': 'SpecialtyCare', 'new': 6.125, 'established': 7.5}]"
vha_610QB,[],{},[]
vha_612A4,"['Audiology', 'Cardiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.6800000071525574, 'primary_care_routine': 0.7900000214576721}","[{'service': 'Audiology', 'new': 69.924528, 'established': 8.592105}, {'service': 'Cardiology', 'new': 21.25, 'established': 21.466216}, {'service': 'Dermatology', 'new': 17.983471, 'established': 5.903073}, {'service': 'Gynecology', 'new': 26.142857, 'established': 2.577464}, {'service': 'MentalHealthCare', 'new': 2.538461, 'established': 2.001035}, {'service': 'Ophthalmology', 'new': 21.265306, 'established': 4.679903}, {'service': 'Optometry', 'new': 47.416666, 'established': 7.897959}, {'service': 'Orthopedics', 'new': 9.798882, 'established': 0.833898}, {'service': 'PrimaryCare', 'new': 24.978494, 'established': 2.978233}, {'service': 'SpecialtyCare', 'new': 21.697632, 'established': 7.535966}, {'service': 'Urology', 'new': 15.545454, 'established': 3.357142}, {'service': 'WomensHealth', 'new': 26.0, 'established': 2.785714}]"
vha_612B4,"['Cardiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.8500000238418579}","[{'service': 'Cardiology', 'new': 28.181818, 'established': 13.666666}, {'service': 'Dermatology', 'new': 8.729729, 'established': 12.846153}, {'service': 'Gynecology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 5.0, 'established': 2.153439}, {'service': 'Orthopedics', 'new': 89.166666, 'established': 63.90909}, {'service': 'PrimaryCare', 'new': 16.3, 'established': 0.574856}, {'service': 'SpecialtyCare', 'new': 25.348258, 'established': 14.841637}, {'service': 'Urology', 'new': 13.0625, 'established': 6.035714}, {'service': 'WomensHealth', 'new': None, 'established': 0.0}]"
vha_612BY,"['Cardiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.6499999761581421, 'primary_care_routine': 0.8299999833106995}","[{'service': 'Cardiology', 'new': 6.5, 'established': 0.75}, {'service': 'Dermatology', 'new': 3.0, 'established': 0.0}, {'service': 'Gynecology', 'new': 22.0, 'established': 0.428571}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 2.517241}, {'service': 'Ophthalmology', 'new': 38.666666, 'established': 13.778523}, {'service': 'Optometry', 'new': 52.782608, 'established': 13.418181}, {'service': 'Orthopedics', 'new': 36.0, 'established': 20.0}, {'service': 'PrimaryCare', 'new': 6.0, 'established': 2.545275}, {'service': 'SpecialtyCare', 'new': 28.440476, 'established': 11.675879}, {'service': 'Urology', 'new': 1.0, 'established': 3.111111}, {'service': 'WomensHealth', 'new': None, 'established': 0.428571}]"
vha_612GD,"['Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.800000011920929, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Dermatology', 'new': 2.5, 'established': None}, {'service': 'Gynecology', 'new': None, 'established': 1.333333}, {'service': 'MentalHealthCare', 'new': 9.5, 'established': 0.878612}, {'service': 'Orthopedics', 'new': 24.0, 'established': 23.857142}, {'service': 'PrimaryCare', 'new': 25.206896, 'established': 1.781869}, {'service': 'SpecialtyCare', 'new': 72.315789, 'established': 21.257352}, {'service': 'WomensHealth', 'new': None, 'established': 1.333333}]"
vha_612GE,"['Audiology', 'DentalServices', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.8399999737739563, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 57.807692, 'established': 17.378378}, {'service': 'Dermatology', 'new': 3.5, 'established': None}, {'service': 'Gynecology', 'new': 0.0, 'established': 2.0}, {'service': 'MentalHealthCare', 'new': 24.0, 'established': 0.302325}, {'service': 'PrimaryCare', 'new': 25.3125, 'established': 2.381395}, {'service': 'SpecialtyCare', 'new': 37.301204, 'established': 3.110756}, {'service': 'WomensHealth', 'new': 0.0, 'established': 2.0}]"
vha_612GF,"['Audiology', 'Cardiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.6600000262260437, 'primary_care_routine': 0.7900000214576721}","[{'service': 'Audiology', 'new': 33.82738, 'established': 8.714814}, {'service': 'Cardiology', 'new': 8.0, 'established': 12.346153}, {'service': 'Dermatology', 'new': 10.583333, 'established': 7.543859}, {'service': 'Gynecology', 'new': 14.083333, 'established': 1.933333}, {'service': 'MentalHealthCare', 'new': 2.727272, 'established': 0.606625}, {'service': 'Ophthalmology', 'new': 47.210526, 'established': 9.009456}, {'service': 'Optometry', 'new': 73.619718, 'established': 22.127272}, {'service': 'Orthopedics', 'new': 13.851063, 'established': 7.943661}, {'service': 'PrimaryCare', 'new': 14.955223, 'established': 3.026837}, {'service': 'SpecialtyCare', 'new': 24.794776, 'established': 7.845525}, {'service': 'Urology', 'new': 9.32, 'established': 2.527027}, {'service': 'WomensHealth', 'new': None, 'established': 9.666666}]"
